Party,Criminal Case,Total Assets,Liabilities,state,Education,SC,ST,Doctor,Advocate
BJP,0,90000000,300000000,HARYANA,Post Graduate,0,0,0,0
BJP,5,2200000,4000000,UTTAR PRADESH,Post Graduate,0,0,0,0
INC,0,100000000,0,ARUNACHAL PRADESH,10th Pass,0,0,0,0
DMK,4,40000000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,20000000,10000000,MADHYA PRADESH,Graduate,0,0,0,0
YSRCP,0,160000000,150000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,40000000,2200000,CHHATTISGARH,Post Graduate,0,1,0,0
SP,0,50000000,10000000,UTTAR PRADESH,Graduate,1,0,0,0
SHS,0,220000000,10000000,MAHARASHTRA,Post Graduate,0,1,0,0
BJP,0,10000000,0,UTTAR PRADESH,Others,1,0,0,0
BJP,0,300000,700000,GOA,Graduate Professional,0,0,0,0
AITC,2,130000000,0,WEST BENGAL,Graduate Professional,0,0,0,0
NDPP,0,40000000,0,NAGALAND,Post Graduate,0,1,0,0
INC,0,600000,110000000,KARNATAKA,Post Graduate,0,0,0,0
JMM,1,5700000,1900000,TRIPURA,12th Pass,0,0,0,0
CPI,0,0,3800000,BIHAR,12th Pass,0,0,0,0
NCP,4,10000000,10000000,MAHARASHTRA,12th Pass,0,1,0,0
BJD,6,330000000,500000,ODISHA,Post Graduate,0,0,0,0
AITC,1,10000000,30000000,TRIPURA,10th Pass,0,0,0,0
SP,2,130000000,20000000,UTTAR PRADESH,Graduate,0,0,0,0
BJP,0,150000000,90000,HARYANA,Post Graduate,0,0,0,0
Tipra Motha Party,0,5300000,1500000,TRIPURA,Post Graduate,0,1,0,0
BJP,0,70000000,1000000,UTTAR PRADESH,Post Graduate,1,0,1,0
BJP,0,130000000,1000000,UTTAR PRADESH,Post Graduate,0,0,1,0
BJP,0,0,400000,UTTAR PRADESH,12th Pass,1,0,0,0
AIADMK,0,0,30000000,DELHI,10th Pass,0,0,0,0
BJP,1,1000000,200000,HIMACHAL PRADESH,10th Pass,0,0,0,0
BJP,0,310000000,3300000,ARUNACHAL PRADESH,Literate,0,0,0,0
BJP,1,7000000,1100000,KARNATAKA,10th Pass,1,0,0,0
BJP,3,10000000,3100000,BIHAR,10th Pass,0,0,0,0
AAP,1,60000000,10000000,PUNJAB,Graduate Professional,1,0,0,0
IND,0,20000000,20000000,MAHARASHTRA,10th Pass,0,0,0,0
INC,0,10000000,4800000,KARNATAKA,Graduate,0,0,0,0
BJP,0,10000000,200000,UTTARAKHAND,12th Pass,1,0,0,0
NDPP,0,40000000,2700000,NAGALAND,Graduate,0,1,0,0
BJP,0,30000000,2500000,RAJASTHAN,10th Pass,0,0,0,0
AAP,0,0,1500000,KARNATAKA,12th Pass,0,0,0,0
INC,1,270000000,4600000,KARNATAKA,12th Pass,0,0,0,0
CPI(M),25,10000000,40000000,TAMIL NADU,Graduate Professional,0,0,0,0
INC,0,170000000,10000000,MADHYA PRADESH,Graduate,0,0,0,0
INC,1,110000000,40000000,MAHARASHTRA,Post Graduate,0,0,1,0
AITC,0,5500000,400000,WEST BENGAL,8th Pass,0,0,0,0
BJP,0,80000000,10000000,HARYANA,12th Pass,0,0,0,0
CPI(M),7,3600000,1400000,KERALA,Graduate Professional,0,0,0,1
BJP,0,5700000,1600000,WEST BENGAL,Graduate,0,0,0,0
INC,0,40000000,60000000,HIMACHAL PRADESH,Post Graduate,0,0,0,0
AIADMK,4,150000000,20000000,TAMIL NADU,12th Pass,0,0,0,0
INC,0,9600000,39000,HARYANA,12th Pass,0,0,0,0
BJP,0,140000000,800000,UTTARAKHAND,10th Pass,0,0,0,0
BJP,1,80000000,50000000,WEST BENGAL,12th Pass,0,0,0,0
BJP,0,630000000,700000,RAJASTHAN,10th Pass,0,0,0,0
YSRCP,0,170000000,10000000,ANDHRA PRADESH,Graduate,0,0,0,0
CPI(M),6,320000000,3300000,KERALA,Graduate Professional,0,0,0,0
BJP,0,30000000,2700000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,1,190000000,8500000,KARNATAKA,Graduate,0,0,0,0
BJP,0,10000000,1600000,UTTAR PRADESH,10th Pass,0,0,0,0
BJP,0,10000000,10000000,UTTARAKHAND,12th Pass,0,0,0,0
BJP,0,6400000,0,UTTAR PRADESH,Post Graduate,0,0,0,0
SP,0,130000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
INC,0,24000,140000000,KARNATAKA,12th Pass,0,0,0,0
DMK,16,110000000,40000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,100000000,700000,GUJARAT,Others,0,0,0,0
SP,3,40000000,2900000,HARYANA,8th Pass,0,0,0,0
NCP,4,400000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,340000000,60000000,RAJASTHAN,Graduate Professional,0,0,0,0
BJP,1,10000000,1600000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,2,40000000,6600000,KARNATAKA,Graduate,0,0,0,0
CPI(M),7,5900000,1400000,KERALA,Graduate Professional,0,0,0,1
INC,1,10000000,6900000,KERALA,Graduate Professional,0,0,0,1
BJP,3,30000,3600000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,6,190000000,4400000,WEST BENGAL,Graduate Professional,0,0,0,0
IND,1,30000000,0,MADHYA PRADESH,Post Graduate,0,0,0,0
INC,1,0,3900000,KERALA,Graduate Professional,1,0,0,1
BJP,0,10000000,1500000,UTTAR PRADESH,12th Pass,0,0,0,0
SP,1,0,3600000,UTTAR PRADESH,Graduate,0,0,0,0
AAP,1,10000000,2000000,PUNJAB,12th Pass,0,0,0,0
YSRCP,0,10000000,5100000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,4,7900000,900000,ANDHRA PRADESH,12th Pass,0,0,0,0
INC,1,0,6300000,KARNATAKA,10th Pass,0,0,0,0
BJP,18,8600000,120000000,TRIPURA,Graduate Professional,0,0,0,0
BJP,0,40000000,0,SIKKIM,Graduate,0,0,0,0
NDPP,0,0,300000,CHHATTISGARH,Post Graduate,0,0,0,0
CPI(M),1,2600000,2200000,KERALA,Post Graduate,0,0,0,0
BJP,1,1150000000,8700000,KARNATAKA,Post Graduate,0,0,0,0
BJP,5,7100000,4700000,RAJASTHAN,Post Graduate,0,0,0,0
BJP,0,30000000,900000,ARUNACHAL PRADESH,Post Graduate,0,1,0,0
AAP,1,410000000,1600000,ODISHA,Graduate Professional,0,0,0,0
INC,1,280000000,20000000,KARNATAKA,Graduate Professional,0,0,1,0
INC,7,7100000,900000,KERALA,8th Pass,0,0,0,0
JD(S),12,210000000,7600000,KARNATAKA,Post Graduate,0,0,0,0
IND,1,40000000,0,KARNATAKA,Graduate,0,0,0,0
BJP,0,20000000,100000,GUJARAT,10th Pass,0,0,0,0
CPI(M),7,510000000,0,KERALA,Graduate Professional,0,0,0,0
BJD,0,10000000,800000,KERALA,Graduate Professional,0,0,0,0
INC,1,80000000,30000000,PUDUCHERRY,Post Graduate,0,0,0,0
AAP,1,10000000,4500000,DELHI,10th Pass,0,0,0,0
BJP,0,9900000,0,WEST BENGAL,8th Pass,0,0,0,0
AAP,1,630000000,40000000,KARNATAKA,8th Pass,0,0,0,0
BJP,1,51000,300000000,KARNATAKA,Graduate Professional,0,0,0,0
AAP,0,0,30000000,PUNJAB,Post Graduate,1,0,0,0
INC,0,430000000,27000,KARNATAKA,12th Pass,0,0,0,0
INC,16,340000000,5000,TAMIL NADU,Post Graduate,0,0,0,0
BJP,1,40000000,10000000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,10000000,40000000,MAHARASHTRA,12th Pass,0,1,0,0
AAP,1,0,500000,WEST BENGAL,10th Pass,0,0,0,0
CPI(M),7,3600000,1400000,KERALA,Graduate Professional,0,0,0,1
IND,0,0,60000000,GOA,12th Pass,0,0,0,0
BJP,2,30000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
DMK,0,10000000,20000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJD,5,3700000,700000,ODISHA,Post Graduate,0,0,0,0
AAP,0,10000000,500000,PUNJAB,Graduate Professional,0,0,0,0
INC,0,10000000,2700000,KARNATAKA,12th Pass,0,0,0,0
INC,0,170000000,130000000,RAJASTHAN,12th Pass,0,0,1,0
INC,1,90000000,3900000,HIMACHAL PRADESH,Graduate Professional,0,0,0,1
AITC,1,6400000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,0,10000000,1700000,HARYANA,Graduate,0,0,0,0
JMM,0,10000000,40000000,JHARKHAND,Graduate,0,0,0,0
RJD,4,10000000,100000,BIHAR,12th Pass,1,0,0,0
INC,0,60000000,9400000,CHHATTISGARH,Graduate,0,0,0,0
BJD,0,180000000,2900000,JHARKHAND,Graduate,0,0,0,0
NDPP,1,40000000,0,NAGALAND,Post Graduate,0,1,0,0
SHS,1,180000000,30000000,MAHARASHTRA,10th Pass,0,0,0,0
YSRCP,4,130000000,40000000,UTTAR PRADESH,Post Graduate,0,0,1,0
BJP,0,30000000,60000000,GUJARAT,Graduate,0,1,0,0
BJP,0,140000000,500000,HARYANA,Graduate Professional,0,0,0,0
BJP,1,140000000,0,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,50000000,10000000,MADHYA PRADESH,Post Graduate,0,0,0,0
BJP,2,100000000,0,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,1,10000000,1600000,UTTAR PRADESH,12th Pass,0,0,0,0
RJD,6,20000000,10000000,BIHAR,Doctorate,0,0,0,0
DMK,3,90000000,4300000,TAMIL NADU,10th Pass,0,0,0,0
SHS,4,180000000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
JD(U),1,7100000,200000,GUJARAT,Post Graduate,0,0,0,0
BJP,0,100000000,0,ARUNACHAL PRADESH,Graduate,0,0,0,0
BJP,0,100000000,20000000,UTTAR PRADESH,Graduate,0,0,0,0
INC,1,40000000,3300000,KARNATAKA,Post Graduate,0,0,0,0
BJP,0,6500000,50000000,UTTAR PRADESH,Literate,0,0,0,0
BJP,0,10000000,3700000,GUJARAT,Graduate,0,0,0,0
BJP,0,110000000,20000000,HARYANA,Graduate Professional,0,0,0,0
AIADMK,0,100000000,4200000,TAMIL NADU,10th Pass,0,0,0,0
AIADMK,0,50000000,3700000,TAMIL NADU,Graduate Professional,0,0,0,0
IND,1,90000000,1400000,TAMIL NADU,Post Graduate,0,0,0,0
SHS,0,10000000,400000,UTTAR PRADESH,Graduate Professional,0,0,0,0
YSRCP,4,20000000,1600000,ANDHRA PRADESH,Post Graduate,0,0,0,0
BJP,0,130000000,5300000,UTTAR PRADESH,Graduate Professional,1,0,1,0
RJD,4,10000000,100000,BIHAR,Doctorate,0,0,0,0
BJP,3,170000000,1700000,UTTAR PRADESH,12th Pass,0,0,0,0
RJD,1,40000000,100000,BIHAR,Graduate Professional,0,0,0,0
NCP,5,10000000,20000000,MAHARASHTRA,12th Pass,0,0,0,0
AIADMK,0,0,10000000,TAMIL NADU,Graduate Professional,0,1,0,0
BJP,0,10000000,20000000,GUJARAT,10th Pass,0,0,0,0
BJD,0,1100000,0,ODISHA,Post Graduate,0,0,0,0
AITC,9,2500000,0,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,6400000,0,TRIPURA,Graduate,0,0,0,0
INC,1,90000000,0,KERALA,Graduate Professional,0,0,0,1
INC,0,150000000,4300000,KARNATAKA,Graduate,0,0,0,0
YSRCP,16,50000000,10000000,ANDHRA PRADESH,Graduate,0,0,0,0
DMK,9,90000000,900000,TAMIL NADU,12th Pass,0,0,0,0
JD(S),13,40000000,50000000,TAMIL NADU,10th Pass,0,0,0,0
AITC,1,10000000,0,WEST BENGAL,Graduate Professional,0,0,0,0
AAP,0,10000000,0,WEST BENGAL,8th Pass,0,0,0,0
BJP,0,10000000,2300000,HARYANA,10th Pass,0,0,0,0
BJP,5,6600000,1700000,UTTAR PRADESH,Post Graduate,0,0,0,0
AAP,1,0,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
SP,0,10000000,3600000,UTTAR PRADESH,Graduate Professional,0,0,0,0
BJP,2,130000000,1000000,UTTAR PRADESH,Post Graduate,1,0,1,0
BJP,0,120000000,2100000,ARUNACHAL PRADESH,10th Pass,0,0,0,0
IND,9,200000000,0,CHHATTISGARH,10th Pass,0,0,0,0
CPI(M),1,10000000,0,KERALA,Graduate Professional,0,0,0,1
BJP,0,120000000,600000,ASSAM,10th Pass,0,0,0,0
SP,2,10000000,500000,UTTAR PRADESH,Graduate Professional,1,0,0,0
BJP,0,60000000,3000000,GOA,Graduate Professional,1,0,0,0
INC,0,0,20000000,ANDHRA PRADESH,Post Graduate,0,0,0,0
DMK,17,6300000,2900000,TAMIL NADU,8th Pass,0,0,0,0
NPP,0,10000000,0,MEGHALAYA,10th Pass,0,1,0,0
INC,1,0,0,KERALA,Graduate Professional,0,0,0,1
JD(U),0,10000000,100000,BIHAR,Post Graduate,0,0,0,0
JMM,0,3400000,0,TRIPURA,10th Pass,0,1,0,0
BJP,1,130000000,4200000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,2,7000000,2000000,MANIPUR,Graduate Professional,0,0,0,0
INC,3,40000000,60000000,KARNATAKA,Graduate,0,0,0,0
BJP,1,30000000,900000,KARNATAKA,12th Pass,0,0,0,0
BJP,0,170000000,10000000,MADHYA PRADESH,Graduate,0,0,0,0
BJP,0,6000000,200000,PUDUCHERRY,Graduate,1,0,0,0
BJP,1,30000000,800000,UTTAR PRADESH,Graduate,0,0,0,0
YSRCP,0,10000000,10000000,ANDHRA PRADESH,Post Graduate,1,0,0,0
INC,0,2930000000,25000,DELHI,Graduate Professional,1,0,0,0
BJP,0,10000000,0,MADHYA PRADESH,Post Graduate,0,1,0,0
TDP,0,160000000,10000000,ANDHRA PRADESH,Graduate,0,0,0,0
INC,4,50000000,30000000,CHHATTISGARH,Doctorate,0,0,0,0
YSRCP,9,140000000,10000000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,40000000,0,UTTAR PRADESH,Graduate Professional,1,0,1,0
JD(U),0,10000000,2700000,BIHAR,12th Pass,0,0,0,0
BJP,3,2100000,1700000,MADHYA PRADESH,Graduate,0,0,0,0
INC,1,20000000,3300000,HIMACHAL PRADESH,Post Graduate,0,0,0,0
AITC,4,2600000,800000,WEST BENGAL,Post Graduate,1,0,0,0
AITC,1,10000000,0,WEST BENGAL,Post Graduate,0,0,0,0
RJD,4,10000000,40000000,BIHAR,Doctorate,0,0,0,0
INC,0,50000000,10000000,HARYANA,Graduate Professional,0,0,0,0
INC,1,40000000,40000000,KARNATAKA,Doctorate,0,0,0,0
BJP,0,100000000,5000000,UTTAR PRADESH,Graduate Professional,1,0,0,0
INC,0,7900000,10000000,MAHARASHTRA,12th Pass,0,0,0,0
BJP,0,40000000,10000000,MADHYA PRADESH,Post Graduate,0,1,0,0
BJP,0,2900000,300000,GUJARAT,Post Graduate,1,0,0,0
DMK,3,10000000,1400000,TAMIL NADU,10th Pass,0,0,0,0
BJP,1,10000000,8500000,MADHYA PRADESH,Graduate Professional,0,0,0,0
BJP,0,130000000,1000000,UTTAR PRADESH,Post Graduate,1,0,1,0
AAP,1,20000000,8500000,DELHI,Post Graduate,0,0,0,0
BJP,0,50000000,50000000,UTTAR PRADESH,Graduate,0,0,0,0
NDPP,0,10000000,4100000,BIHAR,Post Graduate,0,0,0,0
CPI(M),0,3500000,0,WEST BENGAL,Graduate Professional,0,0,0,0
SP,0,20000000,20000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
AITC,0,9000000,0,WEST BENGAL,Post Graduate,1,0,0,0
BJP,0,30000000,10000000,UTTAR PRADESH,Graduate,1,0,0,0
SP,1,130000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,1,0
BJP,0,8600000,10000000,GUJARAT,Post Graduate,0,1,0,0
AITC,1,140000000,20000000,TAMIL NADU,Post Graduate,0,0,0,0
BJP,2,190000000,1900000,WEST BENGAL,Post Graduate,0,0,0,0
NCP,4,220000000,40000000,MAHARASHTRA,8th Pass,0,1,0,0
BJP,0,60000000,10000000,MAHARASHTRA,Graduate Professional,1,0,0,0
BJP,0,10000000,2900000,UTTAR PRADESH,Doctorate,0,0,0,0
BJP,0,160000000,50000000,UTTAR PRADESH,Graduate,1,0,0,0
BJP,0,10000000,4400000,UTTAR PRADESH,12th Pass,0,0,0,0
YSRCP,0,10000000,10000000,ANDHRA PRADESH,Graduate,0,0,0,0
INC,19,9700000,8900000,KARNATAKA,Graduate,0,0,0,0
INC,1,340000000,1000000,UTTAR PRADESH,Graduate Professional,0,0,0,0
DMK,22,150000000,0,TAMIL NADU,8th Pass,0,0,0,0
BJP,0,100000000,4100000,JHARKHAND,8th Pass,0,1,0,0
BJP,0,1400000,1500000,MEGHALAYA,Graduate,0,0,0,0
INC,0,0,10000000,CHHATTISGARH,12th Pass,0,1,0,0
DMK,25,150000000,5900000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,260000000,1200000,UTTAR PRADESH,Post Graduate,1,0,0,0
CPI(M),0,10000000,900000,DELHI,10th Pass,0,0,0,0
BJP,0,30000000,8500000,UTTAR PRADESH,Post Graduate,1,0,0,0
BJP,0,10000000,3300000,RAJASTHAN,Others,0,0,0,0
SHS,14,50000000,700000,HARYANA,Post Graduate,0,0,0,0
DMK,22,150000000,8200000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,10000000,1700000,GUJARAT,8th Pass,0,1,0,0
AAP,1,1800000,300000,KARNATAKA,10th Pass,0,0,0,0
BJP,0,2420000000,8000000,TRIPURA,Post Graduate,0,0,0,0
IND,0,180000000,60000000,MAHARASHTRA,12th Pass,0,0,0,0
AITC,11,9000000,10000000,TRIPURA,Graduate Professional,0,0,0,0
INC,24,3100000,6000000,KARNATAKA,Post Graduate,0,0,0,0
RJD,4,10000000,3500000,BIHAR,Doctorate,0,0,0,0
BJP,0,10000000,900000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,1,100000000,2600000,KARNATAKA,Post Graduate,0,0,0,0
INC,12,1200000,0,DELHI,Graduate Professional,0,0,0,0
BJP,0,20000000,2700000,CHHATTISGARH,12th Pass,0,0,0,0
NCP,0,40000000,10000000,MAHARASHTRA,Graduate Professional,1,0,0,0
CPI,0,10000000,6900000,KERALA,Graduate Professional,0,0,0,1
BJP,0,110000000,40000000,MAHARASHTRA,Graduate Professional,1,0,0,0
BJP,0,10000000,3100000,GUJARAT,10th Pass,0,0,0,0
INC,1,20000000,1100000,UTTAR PRADESH,Post Graduate,0,0,0,0
BJP,0,690000000,3000000,UTTAR PRADESH,10th Pass,0,0,0,0
BJP,0,60000000,160000000,GUJARAT,Others,0,0,0,0
AIADMK,0,240000000,70000000,HARYANA,8th Pass,0,0,0,0
BJP,0,10000000,2900000,GUJARAT,12th Pass,0,0,0,0
BJP,0,6100000,0,UTTAR PRADESH,Graduate Professional,0,0,0,0
INC,10,380000000,60000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,0,2900000,0,ARUNACHAL PRADESH,Others,0,0,0,0
BJP,0,140000000,9800000,MADHYA PRADESH,Others,0,0,0,0
DMK,3,110000000,0,TAMIL NADU,Graduate Professional,0,0,0,0
CPI(M),17,10000000,40000000,TAMIL NADU,Graduate Professional,1,0,0,0
BJP,0,10000000,3500000,MADHYA PRADESH,Others,0,0,0,0
BJP,0,10000000,600000,GUJARAT,12th Pass,0,1,0,0
INC,0,5600000,3300000,HIMACHAL PRADESH,Post Graduate,0,0,0,0
BJP,2,9200000,50000000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,40000000,1600000,NAGALAND,Post Graduate,0,0,0,0
BJP,0,180000000,98000,ARUNACHAL PRADESH,10th Pass,0,1,0,0
AIADMK,16,150000000,30000000,TAMIL NADU,Graduate Professional,0,0,0,0
BJP,0,1400000,0,ARUNACHAL PRADESH,10th Pass,0,0,0,0
AITC,11,330000000,300000,WEST BENGAL,Post Graduate,0,0,0,0
AIADMK,1,50000000,900000,TAMIL NADU,Graduate Professional,1,0,0,0
AAP,1,6000000,160000000,PUNJAB,12th Pass,0,0,0,0
AITC,0,10000000,400000,BIHAR,Graduate Professional,0,0,0,0
AITC,1,140000000,200000,PUNJAB,Post Graduate,0,0,0,0
DMK,52,10000000,2000000,TAMIL NADU,Post Graduate,0,0,0,0
AIADMK,0,0,160000000,TAMIL NADU,10th Pass,0,0,0,0
SP,3,140000000,3600000,UTTAR PRADESH,12th Pass,0,0,0,0
INC,0,90000000,6900000,KERALA,Graduate Professional,0,0,0,1
BJP,0,490000000,1600000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,6300000,6600000,TAMIL NADU,Post Graduate,0,0,0,0
BJP,5,40000000,10000000,MAHARASHTRA,Graduate,0,0,0,0
CPI(M),1,10000000,0,KERALA,Graduate Professional,0,0,0,0
DMK,0,20000000,4300000,TAMIL NADU,12th Pass,0,0,0,0
AAP,0,10000000,500000,ODISHA,12th Pass,0,0,0,0
BJP,0,40000000,60000000,CHHATTISGARH,Graduate,0,0,0,0
AIADMK,0,10000000,1400000,TAMIL NADU,10th Pass,0,0,0,0
DMK,0,210000000,10000000,TAMIL NADU,Post Graduate,0,0,0,0
AAP,1,50000000,10000000,KARNATAKA,10th Pass,0,0,0,0
AAP,0,10000000,600000,DELHI,12th Pass,0,0,0,0
INC,0,180000000,6700000,HARYANA,Post Graduate,0,0,0,0
BJP,0,10000000,600000,CHHATTISGARH,Post Graduate,0,1,0,0
BJP,1,140000000,110000000,JHARKHAND,Post Graduate,0,0,0,0
INC,10,90000000,3500000,KERALA,Graduate Professional,0,0,0,1
BJP,0,2000000,1900000,TRIPURA,10th Pass,0,0,0,0
INC,24,450000000,1700000,TAMIL NADU,10th Pass,0,0,0,0
AITC,0,10000000,0,WEST BENGAL,8th Pass,1,0,0,0
SP,2,0,3600000,UTTAR PRADESH,Graduate Professional,1,0,0,0
SP,0,10000000,0,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,0,10000000,80000000,MADHYA PRADESH,12th Pass,1,0,0,0
AAP,1,10000000,2000000,MADHYA PRADESH,Graduate Professional,1,0,0,0
CPI(M),0,10000000,100000,KERALA,Graduate Professional,1,0,0,1
BJP,3,30000,0,ASSAM,10th Pass,1,0,0,0
BJP,0,10000000,5700000,ARUNACHAL PRADESH,12th Pass,0,0,0,0
BJP,0,10000000,600000,GUJARAT,10th Pass,0,1,0,0
BJP,0,0,400000,GUJARAT,12th Pass,0,1,0,0
AITC,0,10000000,0,WEST BENGAL,8th Pass,0,0,0,0
INC,7,5900000,1110000000,KARNATAKA,Graduate Professional,0,0,0,0
BJP,1,110000000,20000000,KARNATAKA,Graduate Professional,0,0,0,0
NPP,0,8300000,90000,TRIPURA,10th Pass,0,0,0,0
INC,2,190000000,40000000,ANDHRA PRADESH,Graduate,0,0,0,0
INC,1,12670000000,350000000,KARNATAKA,Graduate Professional,0,0,0,0
INC,1,280000000,140000000,KARNATAKA,Graduate Professional,0,0,0,0
AITC,0,100000000,0,WEST BENGAL,10th Pass,0,0,0,0
INC,8,6800000,240000000,KARNATAKA,Graduate Professional,0,0,0,0
INC,0,20000000,0,KERALA,Post Graduate,0,0,0,1
BJP,0,60000000,130000000,MANIPUR,Graduate,0,0,0,0
BJP,1,8300000,1600000,MADHYA PRADESH,Graduate,0,0,0,0
BJP,0,20000000,300000,UTTAR PRADESH,Graduate,0,0,0,0
SP,3,10000000,0,UTTAR PRADESH,Graduate Professional,1,0,0,0
NCP,1,8200000,20000000,KARNATAKA,Graduate Professional,0,0,0,0
AAP,0,40000000,30000000,PUNJAB,Graduate Professional,1,0,0,0
BJP,9,100000000,6500000,MAHARASHTRA,Graduate,0,0,0,0
BJP,0,40000000,3700000,UTTAR PRADESH,Graduate,0,0,0,0
AIADMK,3,40000000,100000000,MAHARASHTRA,12th Pass,0,0,0,0
AIADMK,0,10000000,3600000,TAMIL NADU,12th Pass,1,0,0,0
INC,1,6100000,6000000,PUNJAB,Graduate,0,0,0,0
INC,0,210000000,1800000,HARYANA,Graduate Professional,0,1,0,0
CPI(M),7,5900000,1400000,KERALA,Graduate Professional,0,0,0,0
BJP,0,10000000,10000000,UTTAR PRADESH,12th Pass,0,0,0,0
BJP,0,30000000,3800000,GUJARAT,12th Pass,0,0,0,0
BJP,1,250000000,120000000,MADHYA PRADESH,Graduate Professional,0,0,0,0
AIADMK,0,10000000,10000000,ASSAM,Graduate,0,0,0,0
INC,0,40000000,10000000,CHHATTISGARH,Post Graduate,0,1,0,0
BJP,0,12670000000,110000000,KARNATAKA,12th Pass,0,0,0,0
INC,1,150000000,8200000,KARNATAKA,Post Graduate,0,0,0,0
BJP,2,130000000,1000000,UTTAR PRADESH,Graduate Professional,1,0,1,0
BJP,5,140000000,260000000,MADHYA PRADESH,5th Pass,0,1,0,0
BJP,0,1100000,410000000,KARNATAKA,10th Pass,0,0,0,0
BJP,0,50000000,10000000,KARNATAKA,10th Pass,0,0,0,0
INC,0,40000000,10000000,HARYANA,Post Graduate,0,0,0,0
TDP,0,10000000,1900000,NAGALAND,Post Graduate,0,0,0,0
INC,43,20000000,2400000,ODISHA,Post Graduate,0,0,0,0
BJP,0,9900000,110000000,KARNATAKA,10th Pass,0,0,0,0
BJP,0,40000000,60000000,UTTAR PRADESH,Graduate,0,0,0,0
INC,2,1150000000,6500000,KARNATAKA,Graduate,0,0,0,0
BJP,0,10000000,600000,RAJASTHAN,Others,0,0,0,0
INC,0,390000000,80000,KARNATAKA,Graduate,0,0,0,0
BJP,0,10000000,10000000,MADHYA PRADESH,12th Pass,0,0,0,0
BJD,4,1600000,9000000,KERALA,10th Pass,0,0,0,0
NCP,1,10000000,100000000,DELHI,10th Pass,0,0,0,0
RJD,4,10000000,100000,BIHAR,Doctorate,0,0,0,0
AAP,1,2110000000,160000000,DELHI,Post Graduate,0,0,0,0
AITC,1,10000000,100000,WEST BENGAL,Graduate,0,0,0,0
INC,1,10000000,4800000,CHHATTISGARH,Graduate Professional,0,0,0,0
BJP,0,10000000,400000,GUJARAT,12th Pass,0,0,0,0
BJP,3,40000000,0,KERALA,Graduate Professional,0,0,0,0
CPI(M),1,2100000,3500000,KERALA,Graduate Professional,0,0,0,1
BJP,0,1400000,0,ARUNACHAL PRADESH,Graduate,0,0,0,0
AAP,1,10000000,1400000,PUNJAB,Graduate Professional,0,0,0,0
INC,1,10000000,40000000,BIHAR,Doctorate,0,0,0,0
BJP,0,10000000,10000000,MADHYA PRADESH,12th Pass,0,0,0,0
BJP,0,60000000,1000000,UTTAR PRADESH,Graduate,0,0,0,0
INC,0,330000000,4200000,RAJASTHAN,8th Pass,0,0,0,0
SP,0,110000000,0,UTTAR PRADESH,Graduate Professional,1,0,0,0
Sikkim Krantikari Morcha,0,6200000,200000,SIKKIM,Graduate,0,0,0,0
RJD,0,10000000,3300000,MADHYA PRADESH,Doctorate,0,0,0,0
DMK,16,0,8200000,TAMIL NADU,Post Graduate,0,0,0,0
BJP,0,60000000,10000000,ASSAM,Post Graduate,0,1,0,0
NDPP,0,9500000,0,NAGALAND,Graduate,0,1,0,0
INC,0,200000000,7000000,ODISHA,Graduate,0,0,0,0
YSRCP,4,10000000,40000000,ANDHRA PRADESH,Graduate,0,0,0,0
BJP,0,0,400000,BIHAR,12th Pass,0,0,0,0
INC,0,80000000,10000000,HARYANA,12th Pass,0,0,0,0
BJP,0,3600000,0,ARUNACHAL PRADESH,12th Pass,0,0,0,0
BJP,0,130000000,20000000,RAJASTHAN,Doctorate,1,0,1,0
CPI(M),1,380000000,1400000,KERALA,Graduate Professional,0,0,0,0
BJP,0,30000000,3300000,RAJASTHAN,Post Graduate,0,0,0,0
AAP,1,40000000,0,DELHI,Graduate Professional,1,0,0,0
